SBSCR_NBR,SOURCE_PATIENT_ID,EMPI,MBR_LST_NM,MBR_MIDL_INIT,MBR_FST_NM,MBR_GDR_CD,BTH_DT,CONTR_CURR_PLN_NM,CONTR_NBR,CONTR_PBP,CONTR_NBR_PBP,CURR_MBI,DTH_DT,RECORD_START_DT,RECORD_END_DT,MBR_ADR_LOC_ADR1,MBR_ADR_LOC_ADR2,MBR_ADR_LOC_CTY,MBR_ADR_LOC_ST_CD,MBR_ADR_LOC_ZIP_CD,SBSCR_CNTY_NM,MBR_DO_NOT_CNTC_FLG,ASSIGNED_PROVIDER_NPI,ASSIGNED_TIN
464553476,25170-0DK2XW8LO95T,1024063959,POLANCO,,REGINALD,female,1960-01-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HV9GA2NE30,,01/01/2024,12/31/2024,5192 WASHINGTON TER,,POWERSMOUTH,NY,10404,,N,4389147267,568386547
464553476,25170-0DK2XW8LO95T,1024063959,POLANCO,,JEFFREY,female,1960-03-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HV9GA2NE30,,01/01/2025,12/31/2025,5911 VALLEY LN,,WOLFETOWN,NY,10470,,N,4389147267,568386547
464553476,25170-0DK2XW8LO95T,1024063959,POLANCO,,WHITNEY,female,1960-11-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HV9GA2NE30,,01/01/2026,12/31/2099,6673 VALLEY AVE,,LAKE ANTHONY,NY,10482,,N,4389147267,568386547
464553476,25170-0DK2XW8LO95T,1024063959,POLANCO,,WILLIAM,female,1960-07-03,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8HV9GA2NE30,,06/01/2023,12/31/2023,7618 PINE ST,,HOLLANDVIEW,NY,10420,,N,4389147267,568386547
518097687,11466-6Z90TD5UC16T,1019953682,WILLIS,,CHRISTOPHER,female,1969-03-08,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,1D96WH2FR61,,01/01/2023,12/31/2023,7721 OAK DR,,CHRISTOPHERBURY,NY,11307,,N,6583947195,824292717
619690030,16994-4AG9N81ZV35T,1021661037,RIVERA,,BRANDON,male,1935-10-13,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,3EC8N31CM68,,01/01/2023,12/31/2023,7134 LEXINGTON CT,,NEW RICKYBERG,NY,11694,,N,1848890701,798226054
619690030,16994-4AG9N81ZV35T,1021661037,RIVERA,,DANIEL,male,1935-11-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3EC8N31CM68,,01/01/2024,12/31/2024,9130 JEROME PL,,OCONNORPORT,NY,11618,,N,1848890701,798226054
619690030,16994-4AG9N81ZV35T,1021661037,RIVERA,,COURTNEY,male,1935-03-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3EC8N31CM68,,01/01/2025,12/31/2025,9830 FLATBUSH DR,,MAKAYLAPORT,NY,11690,,N,1848890701,798226054
619690030,16994-4AG9N81ZV35T,1021661037,RIVERA,,LAURA,male,1935-11-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3EC8N31CM68,,01/01/2026,12/31/2099,7770 WASHINGTON WAY,,CHARLESSIDE,NY,11642,,N,1848890701,798226054
291221341,44453-5C78O13NF34T,1024063954,MARIDUENA,N,ROBERT,female,1930-11-20,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4G09E73UV15,,01/01/2023,02/28/2023,3607 BOSTON ST,,HALEYBURGH,NY,10012,,N,2864044646,667656748
291221341,44453-5C78O13NF34T,1024063954,MARIDUENA,C,BRYAN,female,1930-01-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4G09E73UV15,,01/01/2026,12/31/2099,1577 PARK BLVD,,FLORESVIEW,NY,10025,,N,7487282799,596010415
291221341,44453-5C78O13NF34T,1024063954,MARIDUENA,W,PATRICK,female,1930-06-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4G09E73UV15,,04/01/2025,12/31/2025,7729 TREMONT CT,,JEFFREYTON,NY,10045,,N,7487282799,596010415
869377887,10837-7D07G57OC85T,1024064574,RIVERA-TORRE,,WENDY,female,1943-02-18,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2H90D10KR31,,01/01/2023,12/31/2023,3292 BROOK RD,APT 6C,THOMASSTAD,NY,11209,,N,9753960353,183493796
869377887,10837-7D07G57OC85T,1024064574,RIVERA-TORRE,,ALLISON,female,1943-09-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2H90D10KR31,,01/01/2024,12/31/2024,8886 FLATBUSH AVE,APT 1A,CHRISTINELAND,NY,11228,,N,9753960353,183493796
869377887,10837-7D07G57OC85T,1024064574,RIVERA-TORRE,,TASHA,female,1943-03-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2H90D10KR31,,01/01/2025,12/31/2025,2014 MILL RD,UNIT 7F,WILLIAMPORT,NY,11202,,N,9753960353,183493796
869377887,10837-7D07G57OC85T,1024064574,RIVERA-TORRE,,MICHELLE,female,1943-11-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2H90D10KR31,,01/01/2026,12/31/2099,4506 MILL CT,APT 11D,CAITLYNMOUTH,NY,11251,,N,9753960353,183493796
181607152,10373-0CQ4SG1SH24T,1024064351,MATTA,K,ALEXANDER,male,1939-09-17,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9GQ9JK4PA11,,01/01/2023,12/31/2023,8748 RIDGE ST,,EAST DONALDMOUTH,NY,11253,,N,9753960353,183493796
181607152,10373-0CQ4SG1SH24T,1024064351,MATTA,M,JENNIFER,male,1939-11-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9GQ9JK4PA11,,01/01/2024,12/31/2024,5856 CEDAR TER,,LAKE AMYSTAD,NY,11262,,N,9753960353,183493796
181607152,10373-0CQ4SG1SH24T,1024064351,MATTA,G,ERIN,male,1939-11-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9GQ9JK4PA11,,01/01/2025,12/31/2025,1652 MILL RD,,PACEHAVEN,NY,11249,,N,9753960353,183493796
181607152,10373-0CQ4SG1SH24T,1024064351,MATTA,C,AMANDA,male,1939-02-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9GQ9JK4PA11,,01/01/2026,12/31/2099,4742 OAK TER,,NORTH NORMANMOUTH,NY,11225,,N,9753960353,183493796
550907007,46295-9TX1W40JS80T,1022250669,DEGALE,B,JOSEPH,female,1944-03-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8XJ5F09QJ53,,01/01/2024,12/31/2024,371 OAK BLVD,,ADAMHAVEN,NY,11215,,N,5204892731,798226054
550907007,46295-9TX1W40JS80T,1022250669,DEGALE,H,DANIELLE,female,1944-01-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8XJ5F09QJ53,,01/01/2025,02/28/2025,5605 FLATBUSH LN,,WEST CAITLINHAVEN,NY,11200,,N,5204892731,798226054
550907007,46295-9TX1W40JS80T,1022250669,DEGALE,K,DANIEL,female,1944-08-01,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8XJ5F09QJ53,,05/01/2023,12/31/2023,8453 BROOK PL,,HENDERSONSHIRE,NY,11299,,N,5204892731,798226054
744234332,12960-9IS4CL1OF05T,1024064609,CARRENO,C,RYAN,male,1957-07-13,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2MN0RP8KV25,,01/01/2023,12/31/2023,2500 SUNSET CT,UNIT 15A,PORT NATHANVIEW,NY,11270,,N,9753960353,183493796
744234332,12960-9IS4CL1OF05T,1024064609,CARRENO,H,SHAWN,male,1957-12-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2MN0RP8KV25,,01/01/2024,12/31/2024,3262 ELM DR,STE 15A,NORTH KEVINHAVEN,NY,11230,,N,9753960353,183493796
744234332,12960-9IS4CL1OF05T,1024064609,CARRENO,D,STEPHANIE,male,1957-10-02,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2MN0RP8KV25,,01/01/2025,12/31/2025,365 PINE BLVD,APT 11C,PINEDASHIRE,NY,11263,,N,9753960353,183493796
744234332,12960-9IS4CL1OF05T,1024064609,CARRENO,N,NANCY,male,1957-02-02,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2MN0RP8KV25,,01/01/2026,12/31/2099,511 LINCOLN CT,UNIT 8F,NEW ELIZABETHBERG,NY,11266,,N,9753960353,183493796
853782477,20074-6JG1NI1DZ15T,1021165045,BENITEZ,,JOSE,male,1962-08-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8NC9NM9VT14,,01/01/2026,12/31/2099,4029 TREMONT LN,,FUENTESHAVEN,NY,10499,,Y,1431792953,767474526
853782477,20074-6JG1NI1DZ15T,1021165045,BENITEZ,,VINCENT,male,1962-03-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8NC9NM9VT14,,05/01/2025,12/31/2025,4940 OAK LN,,EAST JONATHAN,NY,10450,,Y,1431792953,767474526
229122262,48645-0Q04CM5AS66T,1019953886,ANGLERO,J,GUY,female,1961-08-25,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7U38RQ1RJ49,,01/01/2023,02/28/2023,3814 WASHINGTON RD,,LAKE LAURABURY,NY,11267,,N,6583947195,824292717
804105008,92541-9SC4H47AE27T,1024065426,RODRIGUEZ,R,RITA,female,1944-03-19,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6WG8A56RX32,,01/01/2023,03/31/2023,3 FLATBUSH AVE,APT 6G,DAVIDFORT,NY,10033,,N,7487282799,596010415
555103286,99318-2FG7VJ5RB74T,1025183504,SAVONA,M,MONICA,male,1975-09-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1JC7MN7WC41,,01/01/2025,12/31/2025,6841 HIGHLAND CT,STE 5G,REBECCAMOUTH,NY,11615,,N,1862423203,798226054
555103286,99318-2FG7VJ5RB74T,1025183504,SAVONA,F,KENNETH,male,1975-07-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1JC7MN7WC41,,01/01/2026,12/31/2099,8899 MADISON LN,STE 4D,STEPHENBURGH,NY,11696,,N,1862423203,798226054
387437647,66225-2C03BB0RV70T,1019950435,CORBIN,M,DANIELLE,male,1941-10-08,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2G90CF0WM37,,01/01/2023,12/31/2023,997 JEROME WAY,STE 17F,NEW KRISTINE,NY,11285,,N,1442703865,180713949
387437647,66225-2C03BB0RV70T,1019950435,CORBIN,M,CHELSEA,male,1941-04-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2G90CF0WM37,,01/01/2024,12/31/2024,514 VALLEY DR,STE 7D,MATTHEWMOUTH,NY,11287,,N,1442703865,180713949
387437647,66225-2C03BB0RV70T,1019950435,CORBIN,G,ERIC,male,1941-12-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2G90CF0WM37,,01/01/2025,12/31/2025,3244 LAKE AVE,APT 16B,LOPEZPORT,NY,11289,,N,1442703865,180713949
387437647,66225-2C03BB0RV70T,1019950435,CORBIN,J,KATHRYN,male,1941-11-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2G90CF0WM37,,01/01/2026,12/31/2099,8785 FOREST LN,UNIT 8A,LAKE TRACY,NY,11279,,N,1442703865,180713949
346825994,10533-1RA3QD7DP02T,1024064452,JALIL,C,AMBER,male,1949-07-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9VM1KH4VU93,2025-10-29 00:00:00.000,01/01/2024,12/31/2024,8287 TREMONT LN,,LINDABERG,NY,11498,,N,4849117724,296495388
346825994,10533-1RA3QD7DP02T,1024064452,JALIL,F,KIMBERLY,male,1949-05-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9VM1KH4VU93,2025-10-29 00:00:00.000,01/01/2025,10/31/2025,1163 MAIN BLVD,,WEST JAMIEVILLE,NY,11474,,N,4849117724,296495388
346825994,10533-1RA3QD7DP02T,1024064452,JALIL,W,ALYSSA,male,1949-08-02,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9VM1KH4VU93,2025-10-29 00:00:00.000,12/01/2023,12/31/2023,1141 JEROME RD,,BROWNBERG,NY,11431,,N,4849117724,296495388
519201375,49584-5Z21O20NZ95T,1024065056,ESPINAL,H,AARON,male,1946-04-23,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2D56E15UT60,,01/01/2023,12/31/2023,6566 SUNSET RD,UNIT 8E,MATHEWSFORT,NY,11358,,N,7497763814,153761673
519201375,49584-5Z21O20NZ95T,1024065056,ESPINAL,F,MARIO,male,1946-06-02,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2D56E15UT60,,01/01/2024,12/31/2024,8809 BOSTON AVE,APT 11A,CLAIREFORT,NY,11304,,N,7497763814,153761673
519201375,49584-5Z21O20NZ95T,1024065056,ESPINAL,R,ANDREW,male,1946-07-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2D56E15UT60,,01/01/2025,12/31/2025,9239 FLATBUSH DR,STE 10C,NEW SHELBY,NY,11385,,N,7497763814,153761673
519201375,49584-5Z21O20NZ95T,1024065056,ESPINAL,N,SARAH,male,1946-06-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2D56E15UT60,,01/01/2026,12/31/2099,2842 FLATBUSH BLVD,UNIT 9E,PETERHAVEN,NY,11387,,N,7497763814,153761673
683167793,71401-9W12SB3XO68T,1024063672,RAMIREZ,J,NATASHA,female,1955-09-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7A58JF6TE37,,01/01/2025,08/31/2025,363 FLATBUSH WAY,,WILLIAMMOUTH,NY,11235,,N,9753960353,183493796
683167793,71401-9W12SB3XO68T,1024063672,RAMIREZ,W,MARIE,female,1955-07-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7A58JF6TE37,,04/01/2024,12/31/2024,1099 PARK BLVD,,JENKINSTOWN,NY,11281,,N,9753960353,183493796
683167793,71401-9W12SB3XO68T,1024063672,RAMIREZ,H,KYLE,female,1955-09-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7A58JF6TE37,,10/01/2025,12/31/2025,5186 PELHAM ST,,ANDREMOUTH,NY,11226,,N,9753960353,183493796
359150206,30963-9JQ5UP0ZV75T,1024063191,CABRERA DE SENCION,,BRIAN,female,1945-12-28,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,1NQ0PT6CM39,,01/01/2023,12/31/2023,1305 VALLEY AVE,UNIT 9D,COXSHIRE,NY,11279,,N,9753960353,183493796
359150206,30963-9JQ5UP0ZV75T,1024063191,CABRERA DE SENCION,,NATALIE,female,1945-04-07,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1NQ0PT6CM39,,01/01/2024,11/30/2024,7171 LAKE TER,UNIT 7C,WARDBOROUGH,NY,11293,,N,9753960353,183493796
196741395,76259-8GX9OS9JL01T,1024064297,SENCION,L,STACEY,male,1938-06-12,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5KJ7EW3QQ57,,01/01/2023,12/31/2023,8360 LEXINGTON CT,,PORT ASHLEY,NY,11291,,N,9753960353,183493796
196741395,76259-8GX9OS9JL01T,1024064297,SENCION,B,CHRISTOPHER,male,1938-12-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5KJ7EW3QQ57,,01/01/2024,11/30/2024,9243 SUNSET ST,,NEW ALLISONVILLE,NY,11226,,N,9753960353,183493796
593140355,62891-2ZY0WL9RQ78T,1026732954,DUVERGE,H,TODD,female,1950-01-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9DW4FP6WK03,,01/01/2026,12/31/2099,4899 BROOK ST,APT 19G,BILLYVIEW,NY,10403,,N,3850550432,786749557
593140355,62891-2ZY0WL9RQ78T,1026732954,DUVERGE,B,CHAD,female,1950-08-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9DW4FP6WK03,,10/01/2025,12/31/2025,188 PELHAM WAY,UNIT 6D,ROBERTSTAD,NY,10441,,N,3850550432,786749557
771538113,11538-7IB5HF5NQ73T,1022251650,GRIFFITH,,KATHLEEN,female,1937-04-24,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4MF2AJ0UK91,,01/01/2023,12/31/2023,3006 CEDAR LN,,NEW SARA,NY,11622,,Y,7209158507,704906135
771538113,11538-7IB5HF5NQ73T,1022251650,GRIFFITH,,KATIE,female,1937-02-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4MF2AJ0UK91,,01/01/2024,12/31/2024,724 MAPLE CT,,WEST ALEXANDRA,NY,11644,,Y,7209158507,704906135
771538113,11538-7IB5HF5NQ73T,1022251650,GRIFFITH,,DAVID,female,1937-03-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4MF2AJ0UK91,,01/01/2025,06/30/2025,8085 SUNSET TER,,AMYBOROUGH,NY,11691,,Y,7209158507,704906135
771538113,11538-7IB5HF5NQ73T,1022251650,GRIFFITH,,THOMAS,female,1937-11-07,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4MF2AJ0UK91,,01/01/2026,12/31/2099,1273 BROOK RD,,SOUTH PAULSIDE,NY,11614,,Y,7209158507,704906135
771538113,11538-7IB5HF5NQ73T,1022251650,GRIFFITH,,ANDREA,female,1937-02-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4MF2AJ0UK91,,08/01/2025,12/31/2025,8953 BROADWAY TER,,LAKE LORI,NY,11643,,Y,7209158507,704906135
248072356,87970-8WJ9VN5LM99T,1024063246,RAMIREZ,L,JOSEPH,female,1952-06-11,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5AX9MR5NH13,,01/01/2023,10/31/2023,611 VALLEY BLVD,,JOHNBERG,NY,10451,,N,1431792953,767474526
248072356,87970-8WJ9VN5LM99T,1024063246,RAMIREZ,N,MONIQUE,female,1952-11-02,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5AX9MR5NH13,,01/01/2024,12/31/2024,3264 PELHAM TER,,JOHNSONVIEW,NY,10426,,N,1431792953,767474526
248072356,87970-8WJ9VN5LM99T,1024063246,RAMIREZ,J,RODNEY,female,1952-11-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5AX9MR5NH13,,01/01/2025,01/31/2025,3622 HILL ST,,DAVIDVILLE,NY,10437,,N,1431792953,767474526
248072356,87970-8WJ9VN5LM99T,1024063246,RAMIREZ,C,JASON,female,1952-06-15,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5AX9MR5NH13,,11/01/2023,12/31/2023,5050 BROADWAY RD,,SOUTH JENNIFERHAVEN,NY,10441,,N,1431792953,767474526
823478364,25863-9SM7VL6JG53T,1018456150,JOHN,G,AMBER,female,1946-11-02,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8WA7MP6QD31,,01/01/2023,12/31/2023,7944 MAIN CT,,CHRISTINABERG,NY,11602,,N,5204892731,798226054
823478364,25863-9SM7VL6JG53T,1018456150,JOHN,L,JESSICA,female,1946-06-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8WA7MP6QD31,,01/01/2024,10/31/2024,312 HILL WAY,,BAKERCHESTER,NY,11608,,N,5204892731,798226054
823478364,25863-9SM7VL6JG53T,1018456150,JOHN,G,JAMES,female,1946-11-03,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8WA7MP6QD31,,01/01/2025,12/31/2025,839 MADISON LN,,AMBERTON,NY,11601,,N,5204892731,798226054
823478364,25863-9SM7VL6JG53T,1018456150,JOHN,S,LARRY,female,1946-09-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8WA7MP6QD31,,01/01/2026,12/31/2099,8078 VALLEY WAY,,JOHNSONBURY,NY,11671,,N,5204892731,798226054
823478364,25863-9SM7VL6JG53T,1018456150,JOHN,N,WANDA,female,1946-10-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8WA7MP6QD31,,11/01/2024,12/31/2024,5263 CEDAR CT,,DONBURGH,NY,11641,,N,5204892731,798226054
358729247,57167-3SS5N61AG16T,1024063480,MARTINEZ,R,DEBRA,male,1945-11-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3WN8N54RD61,,01/01/2024,12/31/2024,3371 RIDGE PL,UNIT 12A,WEST JESSICA,NY,11586,,N,8398547158,623522986
358729247,57167-3SS5N61AG16T,1024063480,MARTINEZ,E,SAMUEL,male,1945-04-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3WN8N54RD61,,01/01/2025,05/31/2025,4036 MAPLE AVE,APT 7E,WEST KIRKTOWN,NY,11521,,N,8398547158,623522986
358729247,57167-3SS5N61AG16T,1024063480,MARTINEZ,J,ZACHARY,male,1945-05-23,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,3WN8N54RD61,,04/01/2023,12/31/2023,2616 MADISON LN,STE 2G,VINCENTVILLE,NY,11500,,N,8398547158,623522986
397051368,11127-9NV6FF7ER14T,1022251361,GUMBS,E,DAVID,female,1969-05-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6RK6VJ5DY75,,01/01/2024,12/31/2024,9710 CHURCH BLVD,APT 9D,PORT MARIACHESTER,NY,11612,,N,3680547117,798226054
397051368,11127-9NV6FF7ER14T,1022251361,GUMBS,H,JEFFREY,female,1969-01-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6RK6VJ5DY75,,01/01/2025,12/31/2025,2282 TREMONT AVE,UNIT 13C,NORTH WILLIAM,NY,11634,,N,3680547117,798226054
397051368,11127-9NV6FF7ER14T,1022251361,GUMBS,W,MATTHEW,female,1969-06-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6RK6VJ5DY75,,01/01/2026,12/31/2099,8445 LEXINGTON TER,STE 8F,EAST AARONVILLE,NY,11620,,N,3680547117,798226054
397051368,11127-9NV6FF7ER14T,1022251361,GUMBS,W,BRIANNA,female,1969-09-07,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6RK6VJ5DY75,,06/01/2023,12/31/2023,8781 BROOK ST,APT 15B,WEST CHRISTOPHERSTAD,NY,11688,,N,3680547117,798226054
263602459,89393-6LZ8PW6OE12T,1024065069,TORRES,J,JERRY,female,1948-02-03,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1PP5UA4KX58,,01/01/2024,12/31/2024,1802 HILL BLVD,STE 5G,BARKERPORT,NY,11595,,N,2076540914,462575974
263602459,89393-6LZ8PW6OE12T,1024065069,TORRES,P,JEFFREY,female,1948-05-03,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1PP5UA4KX58,,01/01/2025,03/31/2025,4770 AMSTERDAM RD,STE 18D,SMITHBURGH,NY,11564,,N,2076540914,462575974
263602459,89393-6LZ8PW6OE12T,1024065069,TORRES,N,CHAD,female,1948-05-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1PP5UA4KX58,,02/01/2026,12/31/2099,4402 PARK AVE,UNIT 20G,BRADLEYBURGH,NY,11538,,N,2076540914,462575974
263602459,89393-6LZ8PW6OE12T,1024065069,TORRES,M,CRYSTAL,female,1948-01-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1PP5UA4KX58,,04/01/2025,12/31/2025,6485 VALLEY WAY,UNIT 18E,NORTH DANIELSIDE,NY,11577,,N,2076540914,462575974
263602459,89393-6LZ8PW6OE12T,1024065069,TORRES,H,JEREMY,female,1948-12-04,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,1PP5UA4KX58,,05/01/2023,12/31/2023,1350 WASHINGTON CT,UNIT 9G,MATTHEWFURT,NY,11570,,N,2076540914,462575974
519107607,58144-2SK7H66VE24T,1024064282,GOMES TURCSANYI,,REBECCA,female,1942-03-08,UnitedHealthcare Dual Complete Plan 2 (HMO-POS D-SNP),H6288,015,H9336-490,6WV2A21GX93,,01/01/2023,12/31/2023,238 LINCOLN RD,APT 6G,SOUTH DONALDBERG,NY,10469,,N,3294708069,784249650
519107607,58144-2SK7H66VE24T,1024064282,GOMES TURCSANYI,,MICHELE,female,1942-11-26,UHC Dual Complete NY-Q001 (HMO-POS D-SNP),H6288,015,H9336-490,6WV2A21GX93,,01/01/2024,12/31/2024,485 JEROME PL,APT 18E,WILLIAMSFURT,NY,10477,,N,3294708069,784249650
519107607,58144-2SK7H66VE24T,1024064282,GOMES TURCSANYI,,CHAD,female,1942-06-28,UHC Dual Complete NY-Q001 (HMO-POS D-SNP),H6288,015,H9336-490,6WV2A21GX93,,01/01/2025,12/31/2025,4614 VALLEY CT,UNIT 8D,EAST NATHANIELBERG,NY,10461,,N,3294708069,784249650
519107607,58144-2SK7H66VE24T,1024064282,GOMES TURCSANYI,,JOHN,female,1942-01-07,UHC Dual Complete NY-Q001 (HMO-POS D-SNP),H6288,015,H9336-490,6WV2A21GX93,,01/01/2026,12/31/2099,8535 SUNSET DR,STE 5D,CARPENTERFURT,NY,10466,,N,3294708069,784249650
850834724,79839-5TL5CT5KP27T,1024065487,CUENCA,E,ELIZABETH,male,1947-07-18,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4XD3RX4HU86,,01/01/2023,11/30/2023,1997 SUNSET ST,,WEST BRANDONMOUTH,NY,10468,,N,4389147267,568386547
850834724,79839-5TL5CT5KP27T,1024065487,CUENCA,T,JASON,male,1947-08-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4XD3RX4HU86,,01/01/2024,10/31/2024,2276 BROADWAY CT,,NEW MICHELLEBOROUGH,NY,10471,,N,4389147267,568386547
