AMISYS NUMBER,MEDICAID NUMBER,FIRST NAME,MIDDLE NAME,LAST NAME,MEMBER DOB,GENDER,MEMBER PHONE NUMBER,MEMBER ADDRESS LINE 1,MEMBER ADDRESS LINE 2,MEMBER CITY,MEMBER STATE,MEMBER ZIP,MPK NAME,ASSIGNED TIN NAME,ASSIGNED TIN,PCP FIRST NAME,PCP MIDDLE NAME,PCP LAST NAME,PCP NPI,PCP SPECIALTY,MEMBER MONTHS,LINE OF BUSINESS,PRODUCT,POPULATION HEALTH CATEGORY,PRIMARY RISK CATEGORY,RISK SCORE,TOTAL PCP CLAIMS,ALL ADMITS,ACUTE ADMITS,OP CLAIMS,ED VISITS,ED TO IP VISITS,SNF ADMITS,INNTWRK SPEC CLAIMS,OUTNTWRK SPEC CLAIMS,TOTAL BRAND RX COUNT,GENERIC RX COUNT,OTH CLAIMS,PREVENTABLE ADMITS,PREVENTABLE ED VISITS,MEMBER ELIG START MONTH,MEMBER MEDICAID START MONTH,MEMBER TYPE,EMAIL_ADDRESS
U5311391051,570822055,JESSICA,,GAINES,2008-01-26,M,840-759-7933,1795 STATE PL,,MEJIAHAVEN,IL,60197,AURORA WELLNESS GROUP,CICERO HEALTH SERVICES,897941701,THERESA,,SEXTON,7043333266,CLINIC,2,MEDICAID,SSI KIDS,HEALTHY,DEMOGRAPHICS,0.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,
U6122058499,197390393,FRANK,,SHELTON,2016-06-13,M,705-865-6727,5038 PARK PL,,LOPEZBURY,IL,60671,AURORA FAMILY MEDICINE,WAUKEGAN PHYSICIANS GROUP,452480039,PATRICK,,MILLER,7552492770,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.47265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202312,202312,,
U1912945658,552043470,NOAH,,HERNANDEZ,2017-05-03,M,728-917-8939,6539 PINE DR,,WEST AMBERFURT,IL,61352,WAUKEGAN PRIMARY CARE ASSOCIATES,SPRINGFIELD HEALTHCARE GROUP,741306290,LEAH,,COLLINS,1683111099,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,1.75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,
U6284485982,286083632,VERONICA,,ALLEN,2013-04-19,M,532-548-9867,9292 MAPLE DR,,SOUTH ADAMVIEW,IL,61605,CICERO PRIMARY CARE ASSOCIATES,AURORA PRIMARY CARE ASSOCIATES,369979721,ROBERT,,GARCIA,2555420584,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,EYEEARNOSETHROAT,0.47265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U1644710318,822008409,DANIELLE,,RAYMOND,2004-12-11,F,546-205-6550,6372 LAKE CT,,WEST ELLEN,IL,61696,ROCKFORD MEDICAL GROUP,AURORA INTEGRATED CARE,369979721,LORI,A,BRAUN,5946194579,OB GYN,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-STABLE,OBSTETRICS - PREGNANCY,1.45862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,
U8045516433,841187516,ANGELA,,WILSON,2017-04-21,M,788-971-2588,5034 LINCOLN RD,,SOUTH NICHOLASBOROUGH,IL,61611,ELGIN HEALTH SERVICES,NAPERVILLE PRIMARY CARE ASSOCIATES,369979721,ROBERT,,BURNS,5169103027,FAMILY PRACTICE,2,MEDICAID,MEDICAID,BEHAVIORAL HEALTH ONLY-STABLE,EYEEARNOSETHROAT,0.47265,1,0,0,1,0,0,0,3,0,0,0,0,0,0,202312,202312,,lauren65@example.org
U4635153382,599896021,GABRIELLE,,STEVENS,2018-08-13,M,510-543-1706,1721 MICHIGAN RD,,SOUTH ETHANLAND,IL,61622,SPRINGFIELD MEDICAL GROUP,CICERO FAMILY HEALTHCARE CENTER,369979721,AMBER,,PORTER,7443485770,CLINIC,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-AT RISK,DERMATOLOGY,0.47265,0,0,0,0,1,0,0,0,0,0,1,0,0,0,202511,202511,,
U2542803171,212967122,MEGAN,,WEISS,2004-11-15,F,503-833-8171,6166 BROOK AVE,,NEW EMILYVIEW,IL,61694,JOLIET WELLNESS GROUP,ELGIN SURGICAL SPECIALISTS,369979721,MICHAEL,,WYATT,2555420584,CLINIC,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-AT RISK,PULMONOLOGY,0.58582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U7469001497,672056880,KIMBERLY,,FOSTER,2018-03-09,M,380-454-7403,8157 MICHIGAN ST,,RANDYLAND,IL,61615,SPRINGFIELD PRIMARY CARE ASSOCIATES,ROCKFORD PRIMARY CARE ASSOCIATES,369979721,EMILY,,CARTER,2555420584,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.47265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,patrick44@example.com
U7310883911,901693537,JEREMY,,PRUITT,2014-03-08,F,622-836-5772,1120 HILL RD,,SEANSHIRE,IL,61606,NAPERVILLE MEDICAL ASSOCIATES,WAUKEGAN INTEGRATED CARE,369979721,KAITLYN,,WOLFE,7443485770,CLINIC,2,MEDICAID,MEDICAID,ACUTE EPISODIC-MINOR,DERMATOLOGY,0.45349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202307,202307,,
U1584312764,330034358,ANTONIO,,GREEN,2002-12-18,F,893-602-3096,5296 PINE CT,,GARCIABURGH,IL,60636,CHICAGO PRIMARY CARE ASSOCIATES,ROCKFORD SURGICAL SPECIALISTS,452480039,BRENDA,,WHEELER,7885606965,CLINIC,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-AT RISK,DIABETES,4.03764,2,0,0,0,0,0,0,3,0,1,7,1,0,0,202601,202601,,hmurphy@example.net
U1078119605,700676676,LESLIE,,CHOI,2002-09-09,M,656-382-9219,3442 PARK BLVD,,ROGERSHAVEN,IL,62978,AURORA PRIMARY CARE ASSOCIATES,CHICAGO HEALTH SERVICES,773093742,KELLY,N,ELLIOTT,9653617583,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-AT RISK,PSYCHOTIC & SCHIZOPHRENIC DISO,2.06598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,estradajustin@example.org
U4129989118,880464016,JOSEPH,,MURPHY,2003-12-19,M,,9892 MAIN AVE,,WARDMOUTH,IL,61888,ELGIN MEDICAL CENTER,JOLIET FAMILY HEALTHCARE CENTER,795664483,JARED,,WINTERS,1431549965,CLINIC,2,MEDICAID,MEDICAID EXPANSION,BEHAVIORAL HEALTH ONLY-STABLE,MOOD DISORDER/BIPOLAR,0.51777,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202502,202502,,
U8576460428,280230807,JASON,,DUNCAN,2000-07-19,M,639-547-2710,3684 WASHINGTON RD,,JAMESFORT,IL,62970,WAUKEGAN MEDICAL GROUP,WAUKEGAN MEDICAL GROUP,773093742,LORI,,PROCTOR,3861342447,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0.12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,
U6939013033,791331543,SHERRI,,FRENCH,2003-07-12,M,753-327-5719,3719 CLARK WAY,,GAMBLEHAVEN,IL,61853,AURORA PHYSICIANS GROUP,WAUKEGAN WELLNESS GROUP,795664483,VICKI,,HOWARD,1431549965,CLINIC,2,MEDICAID,MEDICAID EXPANSION,BEHAVIORAL HEALTH ONLY-AT RISK,MOOD DISORDER/DEPRESSION,0.51777,1,0,0,0,0,0,0,0,0,0,1,0,0,0,202502,202502,,
U7290478447,867577687,NANCY,,KOCH,2016-04-05,M,985-906-3200,9610 RIVER WAY,,SOUTH JENNIFERHAVEN,IL,60401,WAUKEGAN HEALTH PARTNERS,AURORA CARE CLINIC,507138208,DESIREE,,WILLIAMS,5072053197,CLINIC,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-STABLE,UROLOGY,3.14455,0,0,0,1,0,0,0,2,0,0,0,0,0,0,202601,202601,,cody54@example.org
U4070928096,405923929,LEONARD,,WALTERS,2019-09-16,F,240-515-4702,4732 PARK TER,,NEW RICHARDLAND,IL,61669,ROCKFORD HEALTHCARE GROUP,SPRINGFIELD WELLNESS GROUP,369979721,KIMBERLY,,AVERY,1436168221,CLINIC,2,MEDICAID,MEDICAID,ACUTE EPISODIC-MINOR,DERMATOLOGY,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,
U2141521215,880038462,DIANA,,BOYD,2019-02-25,F,866-766-5430,4686 HIGHLAND LN,,NEW ANDREAHAVEN,IL,61610,NAPERVILLE PRIMARY CARE ASSOCIATES,ELGIN PRIMARY CARE ASSOCIATES,369979721,DEBORAH,,BANKS,1436168221,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,UROLOGY,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202504,202504,,
U6319997397,801304024,RANDALL,,MARTINEZ,2019-01-28,F,983-878-6307,847 MAIN RD,,MITCHELLPORT,IL,61623,SPRINGFIELD CARE CLINIC,PEORIA HEALTH PARTNERS,369979721,BRYAN,,BROOKS,1436168221,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,EYEEARNOSETHROAT,0.45349,1,0,0,0,0,0,0,2,0,0,1,0,0,0,202308,202308,,
U3626984765,223536326,ROBIN,,BISHOP,2003-02-05,F,247-898-5247,489 ELM CT,,LEEBURGH,IL,61116,SPRINGFIELD HEALTH PARTNERS,SPRINGFIELD WELLNESS GROUP,507138208,JAMES,,HART,5072053197,CLINIC,2,MEDICAID,MEDICAID,CHRONIC BIG 5-AT RISK,OBSTETRICS - PREGNANCY,1.85501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202506,202506,,jpearson@example.com
U8932738440,562483888,STEPHEN,,WALKER,2001-11-06,F,610-349-2737,7408 STATE WAY,,SOUTH DANIELLEHAVEN,IL,60637,CICERO HEALTHCARE GROUP,CICERO SURGICAL SPECIALISTS,897941701,JOY,L,MORALES,1374440853,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-AT RISK,ORTHOPEDICS,1.07447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202412,202412,,justin96@example.com
U5974606278,198819514,JOSEPH,,WERNER,2001-11-14,M,698-595-5272,7516 PARK BLVD,,KELLYMOUTH,IL,62962,CICERO MEDICAL GROUP,ROCKFORD SURGICAL SPECIALISTS,773093742,JEFFREY,,SIMMONS,9008486201,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-STABLE,NEUROLOGY,0.51777,1,0,0,1,0,0,0,0,0,0,1,0,0,0,202312,202312,,
U4467573866,478668155,JOHN,,BISHOP,2002-10-03,M,878-398-5847,527 MAIN DR,,PAULAMOUTH,IL,61669,NAPERVILLE FAMILY HEALTHCARE CENTER,SPRINGFIELD WELLNESS GROUP,369979721,COLTON,,WOLFE,2555420584,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,INFECTIOUSDISEASE,0.12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202501,202501,,williamsbethany@example.org
U1227292390,191440393,ANNA,,MERCER,2001-07-13,F,819-406-5694,5037 RIDGE TER,,SOUTH BERNARDMOUTH,IL,60656,CHICAGO MEDICAL ASSOCIATES,CICERO HEALTH PARTNERS,452480039,ALLEN,,WHITE,1039480158,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-AT RISK,MOOD DISORDER/DEPRESSION,0.8398,1,0,0,0,0,0,0,0,0,0,2,0,0,0,202502,202502,,elijahwebster@example.com
U3514750538,405055828,JOSE,,NELSON,2003-10-15,M,309-635-7187,4338 WACKER AVE,,ANDREAHAVEN,IL,61870,SPRINGFIELD CARE CLINIC,SPRINGFIELD MEDICAL ASSOCIATES,795664483,TODD,,WALTERS,4537433900,CLINIC,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,DEMOGRAPHICS,0.12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,vickiemorales@example.org
U6247285260,250922182,BRENDA,,OWEN,2003-09-09,F,659-462-1549,1827 SUNSET BLVD,,WEST AMBER,IL,61604,PEORIA INTEGRATED CARE,PEORIA COMMUNITY HEALTH CENTER,369979721,MARIAH,,BAKER,2555420584,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0.39974,2,0,0,1,0,0,0,1,0,0,0,0,0,0,202502,202502,,eric02@example.com
U9131237724,639974781,RACHAEL,,MARTIN,2003-09-28,M,652-769-7872,9958 RIDGE BLVD,,MICHELLEPORT,IL,60578,NAPERVILLE SURGICAL SPECIALISTS,NAPERVILLE FAMILY MEDICINE,795664483,TAMMY,,FRITZ,7589981195,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MAJOR CHRONIC-AT RISK,ENDOCRINOLOGY,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,202511,202511,,
U8324496145,239869626,REGINALD,,JOHNSTON,2004-01-22,M,777-723-6896,6601 RIVER RD,,EAST MELISSA,IL,60401,ROCKFORD CARE CLINIC,WAUKEGAN HEALTH SERVICES,285045219,MARGARET,H,HAWKINS,1641378877,PHYSICIAN S ASSISTANT,2,MEDICAID,MEDICAID EXPANSION,ACUTE EPISODIC-MINOR,MAJOR TRAUMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202510,202510,,
U8344186518,871850796,JEFFREY,,WALSH,2003-12-04,F,745-522-8315,825 MILL RD,,KYLELAND,IL,60918,JOLIET INTEGRATED CARE,ELGIN HEALTHCARE GROUP,369979721,JOSHUA,,TURNER,1436168221,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,OTHER MENTAL HEALTH,1.42604,0,0,0,0,0,0,0,0,0,2,1,0,0,0,202502,202502,,wrightdavid@example.org
U7580998855,217837027,WHITNEY,,FLOWERS,2004-11-18,F,477-835-2234,1566 MAIN PL,,RONALDBERG,IL,60563,WAUKEGAN HEALTH PARTNERS,ROCKFORD HEALTH SERVICES,741306290,COLLEEN,,CALLAHAN,2974928759,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,NOT ASSIGNED,0.6638,0,0,0,0,1,0,0,0,0,0,2,0,0,0,202510,202510,,wrightcrystal@example.org
U8821541660,496212538,WILLIAM,,ESTES,2001-05-25,F,969-288-1894,6145 LAKE BLVD,,GIBSONLAND,IL,61639,ROCKFORD MEDICAL ASSOCIATES,NAPERVILLE CARE CLINIC,369979721,CAROL,,CHAPMAN,7443485770,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,OBSTETRICS - PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,202510,202510,,
U1713102765,214221604,CHRISTOPHER,,HOLLAND,2006-11-11,F,604-861-8155,4701 MAIN DR,,LISAFURT,IL,61810,JOLIET HEALTH PARTNERS,ELGIN PHYSICIANS GROUP,795664483,WILLIAM,,PHELPS,7589981195,CLINIC,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-STABLE,INFECTIOUSDISEASE,0.27558,0,0,0,1,0,0,0,0,0,0,3,0,0,0,202508,202508,,
U3967884593,725059507,BRANDON,,MORRIS,2002-02-10,F,668-856-3477,290 SUNSET RD,,SOUTH RICHARD,IL,61127,ELGIN FAMILY HEALTHCARE CENTER,NAPERVILLE WELLNESS GROUP,507138208,JENNIFER,,LEON,5072053197,CLINIC,2,MEDICAID,MEDICAID EXPANSION,BEHAVIORAL HEALTH ONLY-AT RISK,MOOD DISORDER/DEPRESSION,1.60343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202506,202506,,qalvarez@example.net
U9322608482,299242498,DANIEL,,BUTLER,2006-07-06,M,639-496-2501,7001 PARK PL,,NEW BRIANSTAD,IL,62846,ROCKFORD MEDICAL ASSOCIATES,NAPERVILLE PHYSICIANS GROUP,765625422,MICHELLE,,HOBBS,6257425159,CLINIC,2,MEDICAID,SSI KIDS,OTHER MAJOR CHRONIC-AT RISK,SLEEP DISORDER,0,0,0,0,1,0,0,0,1,0,2,8,0,0,0,202510,202510,,rosekatherine@example.com
U8312033480,388515632,COURTNEY,,PERRY,2001-08-01,F,716-658-4869,8129 CHURCH CT,,SOUTH VALERIE,IL,61654,WAUKEGAN MEDICAL GROUP,CHICAGO HEALTH SERVICES,369979721,AMY,,MARTINEZ,2555420584,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-AT RISK,NEUROLOGY,0.27558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202502,202502,,victoria18@example.net
U5530047496,685432093,LAURA,,STEELE,2003-12-24,M,868-792-8373,4828 MICHIGAN CT,,NORTH BRANDON,IL,60663,CICERO INTEGRATED CARE,JOLIET HEALTHCARE GROUP,452480039,MICHAEL,,ACOSTA,8247799119,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-STABLE,INFECTIOUSDISEASE,0.12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202412,202412,,
U1202687852,110794574,ROBERT,,COBB,2001-05-17,M,750-825-6194,7075 CHURCH LN,,JONATHANBURY,IL,61855,JOLIET COMMUNITY HEALTH CENTER,NAPERVILLE PHYSICIANS GROUP,285045219,DEREK,B,GARCIA,2134898669,PHYSICIAN S ASSISTANT,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-AT RISK,PULMONOLOGY,0.91591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202211,202211,,zhudson@example.org
U8754687856,644810174,BRYAN,,ROBLES,2004-03-17,F,421-665-8744,1403 RIDGE DR,,SOUTH JENNIFERVIEW,IL,62329,WAUKEGAN CARE CLINIC,ELGIN COMMUNITY HEALTH CENTER,238214761,TRACY,,WAGNER,6343075082,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,INFECTIOUSDISEASE,1.16503,1,0,0,1,0,0,0,1,0,0,1,0,0,0,202504,202504,,
U9438120897,569944394,PATRICK,,MILLER,2003-02-28,F,253-274-3623,2413 RIDGE PL,,WILLIAMSFURT,IL,60674,ROCKFORD PRIMARY CARE ASSOCIATES,ELGIN PRIMARY CARE ASSOCIATES,285045219,ANDRE,,REEVES,6931350235,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-STABLE,GASTROINTESTINAL,0.27558,1,0,0,0,0,0,0,0,0,1,2,0,0,0,202510,202510,,
U2036180193,695819749,WENDY,,GOMEZ,2005-11-10,F,485-788-4485,7135 WASHINGTON BLVD,,ANNEBOROUGH,IL,61675,AURORA FAMILY MEDICINE,CHICAGO SURGICAL SPECIALISTS,741306290,KRISTIN,,HOLLAND,3043751525,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-STABLE,PSYCHOTIC & SCHIZOPHRENIC DISO,0.27558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202509,202509,,
U6850681785,711992268,ALLISON,,ROY,2005-11-17,F,312-641-5357,7511 WASHINGTON AVE,,EAST TODD,IL,61197,WAUKEGAN PRIMARY CARE ASSOCIATES,WAUKEGAN MEDICAL GROUP,507138208,LYNN,,GOODMAN,5072053197,CLINIC,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202510,202510,,carolyn93@example.com
U4467328035,659673722,TASHA,,SMITH,2006-10-07,M,564-892-9544,1828 MICHIGAN BLVD,,HEATHERSIDE,IL,60807,JOLIET HEALTHCARE GROUP,PEORIA MEDICAL CENTER,285045219,ASHLEY,,TATE,5568509701,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,DEMOGRAPHICS,0.12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202509,202509,,
U6356465444,135108339,MICHELLE,,JACKSON,2006-03-12,M,350-464-5044,9874 MILL BLVD,,NEW ABIGAIL,IL,62863,JOLIET MEDICAL GROUP,PEORIA MEDICAL GROUP,765625422,SHERRI,,BROOKS,8028661583,CLINIC,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,ORTHOPEDICS,0.12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202508,202508,,
U2489445767,415183587,ALEXANDER,,REYNOLDS,2005-03-18,M,649-759-1239,9397 HALSTED PL,,EAST DESIREE,IL,62896,PEORIA MEDICAL CENTER,PEORIA SURGICAL SPECIALISTS,765625422,RICHARD,L,RICHARDS,2968307276,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-STABLE,NEUROLOGY,0.51777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202508,202508,,
U4563147631,637764314,JENNIFER,,DURHAM,2005-09-01,F,476-650-1044,8511 LINCOLN PL,,BONNIEBERG,IL,60431,PEORIA PHYSICIANS GROUP,NAPERVILLE SURGICAL SPECIALISTS,897941701,ANNA,,NICHOLSON,2143428176,CLINIC,2,MEDICAID,MEDICAID,CHRONIC BIG 5-STABLE,PULMONOLOGY,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,202510,202510,,robinguzman@example.com
U7928798805,928008276,ERIN,,HARMON,2006-10-11,F,499-240-8904,92 HALSTED RD,,MELISSAHAVEN,IL,61844,SPRINGFIELD FAMILY HEALTHCARE CENTER,SPRINGFIELD HEALTHCARE GROUP,795664483,BRIAN,,HILL,7589981195,CLINIC,2,MEDICAID,MEDICAID EXPANSION,BEHAVIORAL HEALTH ONLY-AT RISK,NEPHROLOGY,1.12709,1,0,0,1,0,0,0,0,0,0,0,0,0,0,202505,202505,,
U5700213174,425299448,AMANDA,,MARSHALL,2006-08-01,F,843-803-4291,1804 HILL TER,,SARAHBURGH,IL,61699,PEORIA FAMILY HEALTHCARE CENTER,WAUKEGAN PRIMARY CARE ASSOCIATES,741306290,SHELBY,,LAWRENCE,3043751525,CLINIC,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,DEMOGRAPHICS,0.27558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202509,202509,,
U5193323467,327687561,JOSEPH,,CHAN,2012-02-12,F,598-552-2118,3340 BROOK WAY,,LAKE ALAN,IL,61681,NAPERVILLE SURGICAL SPECIALISTS,JOLIET HEALTHCARE GROUP,369979721,KRISTI,,BROWN,1436168221,CLINIC,2,MEDICAID,MEDICAID,HEALTHY-AT RISK,DEMOGRAPHICS,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U5387365503,838313132,DANIELLE,,POWELL,2003-05-08,M,,7241 MAIN PL,,JORDANMOUTH,IL,60188,PEORIA PRIMARY CARE ASSOCIATES,PEORIA SURGICAL SPECIALISTS,596828816,NICHOLAS,,KRAUSE,8807999660,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202511,202511,,kaitlynharris@example.org
U3075918439,444805193,DANIEL,,SMITH,2004-01-08,F,721-657-7115,7070 LINCOLN BLVD,,WEST VINCENT,IL,61649,SPRINGFIELD FAMILY HEALTHCARE CENTER,NAPERVILLE WELLNESS GROUP,369979721,BRIAN,,OROZCO,5923895188,CLINIC,2,MEDICAID,MEDICAID,BEHAVIORAL HEALTH ONLY-STABLE,OTHER MENTAL HEALTH,0.6638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202401,202401,,
U7520199146,449073564,RYAN,,CORTEZ,2018-10-03,F,603-793-3923,9449 PARK WAY,,MOONLAND,IL,62297,CHICAGO CARE CLINIC,ELGIN WELLNESS GROUP,765625422,JASMINE,C,BOOTH,5498422313,PEDIATRICS,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,OTHER MENTAL HEALTH,1.73143,0,0,0,0,0,0,0,0,0,0,1,3,0,0,202401,202401,,
U8139426443,295680074,SHAWN,,THOMAS,2018-02-24,M,642-913-3286,8133 SUNSET PL,,NEW ANDREWBERG,IL,62967,WAUKEGAN COMMUNITY HEALTH CENTER,ELGIN COMMUNITY HEALTH CENTER,773093742,BRIANNA,,WHITE,7014955153,FAMILY PRACTICE,2,MEDICAID,MEDICAID,BEHAVIORAL HEALTH ONLY-STABLE,NEUROLOGY,1.75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202406,202406,,
U7079309373,932415494,STEPHANIE,,HART,2013-08-27,F,975-251-4613,4357 RIDGE DR,,NORTH BENJAMINBOROUGH,IL,61695,ELGIN FAMILY MEDICINE,CICERO MEDICAL ASSOCIATES,369979721,GREGORY,,BALDWIN,1121725215,FAMILY PRACTICE,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,EYEEARNOSETHROAT,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202310,202310,,
U5360539389,682423978,NANCY,,ANDREWS,2015-02-25,M,884-942-3605,2023 RIDGE CT,,LAKE ROBERT,IL,61641,JOLIET MEDICAL CENTER,AURORA COMMUNITY HEALTH CENTER,369979721,ZACHARY,,KIM,1436168221,CLINIC,2,MEDICAID,MEDICAID,BEHAVIORAL HEALTH ONLY-STABLE,NEUROLOGY,1.75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202509,202509,,
U8750279170,740978240,JOSE,,WARNER,2014-09-25,F,680-413-6608,4630 LINCOLN WAY,,SWEENEYMOUTH,IL,61602,ELGIN HEALTH PARTNERS,AURORA COMMUNITY HEALTH CENTER,369979721,CINDY,,MURPHY,1121725215,FAMILY PRACTICE,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202310,202310,,
U8995452336,129784922,VINCENT,,FIELDS,2017-03-05,F,994-708-2930,2514 LAKE AVE,,NEW JENNIFERFURT,IL,61645,CICERO HEALTHCARE GROUP,JOLIET WELLNESS GROUP,369979721,KATHERINE,,ARMSTRONG,1436168221,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202310,202310,,
U4264864429,876918529,GUY,,REYNOLDS,2017-11-16,M,344-572-7379,4212 MADISON AVE,,KYLESHIRE,IL,61660,ELGIN WELLNESS GROUP,CHICAGO INTEGRATED CARE,369979721,DAVID,,SHAW,1436168221,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.47265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U3684880053,474896251,RITA,,KIRBY,2018-09-06,F,695-389-2185,8042 PINE BLVD,,SOUTH TERESABERG,IL,61697,AURORA MEDICAL CENTER,JOLIET MEDICAL ASSOCIATES,369979721,JONATHAN,,MARSHALL,1436168221,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202407,202407,,
U7238092053,470262960,MONICA,,RUSSELL,2011-05-17,F,358-455-1079,2451 MILL DR,,NEALCHESTER,IL,61696,ELGIN CARE CLINIC,JOLIET PRIMARY CARE ASSOCIATES,369979721,JASMINE,,TUCKER,7443485770,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202409,202409,,
